iati_identifier,text,Climate change,Climate mitigation,Climate adaptation
44000-P178592,Higher Education Quality and Innovation Project To improve the quality of research and strengthen the quality and labor market alignment of higher education programs,0.05,0.0,0.04
44000-P110267,"Second Rural Water Supply & Sanitation To assist the Borrower in (i): improving access to potable water for the participating communities; and (ii) improving hygiene, sanitation and water-related practices at individual, family and institutional levels in the rural areas, and (iii) strengthening the institutional framework and capacity for the rural drinking water supply and sanitation sector.",0.0,0.0,0.0
44000-P178286,Kyrgyz Renewable Energy Development Project To increase hydropower generation and enable renewable energy integration by strengthening transmission systems in Kyrgyz Republic,1.0,1.0,0.0
44000-P152440,"Energy Sector Development Policy Operation The Program Development Objectives are to improve the financial viability of the energy sector, enhance its governance and accountability while managing the impact of power shortages on poor regions. Accordingly, the proposed operation supports government efforts in the following three areas: 

 
	 Improving financial viability of the sector;</li>
	 Enhancing sector governance,transparency and accountability; and</li>
	 Managing the impact of power shortages on poor regions.</li>
</ol>

<p style=""margin-left: 2.3pt;"">&amp;nbsp; 

 The program is at the core of the national Power Sector Development Strategy 2012-2017 and is fully aligned with the objectives of the Country Partnership Strategy for 2013-2017 and the World Bank&amp;rsquo;s objective to reduce poverty and promote shared prosperity.",0.0,0.0,0.0
44000-P088671,Water Management Improvement Project (WMIP) The project has a two-pronged development objective: (i) improving irrigation service delivery and water management for the benefit of a sustainable increase in irrigated agricultural productivity; and (ii) improving national water resource governance for the benefit of water users and the nation as a whole.,0.0,0.0,0.0
44000-P126278,Kyrgyz Second Health and Social Protection Project The proposed new PDO is to contribute to improving delivery of quality maternal and child health care services within the “Den Sooluk” National Health Reform Program.,0.0,0.0,0.0
44000-P148099,"Governance and Competitiveness Programmatic DPO Consistent with the CPS' strategic goal, the main focus of the new programmatic series of DPOs would be governance. In addition to putting continued emphasis on accountability, anti-corruption and transparency- including structural reforms in the judiciary, public financial management and the business climate - the agenda for this DPO series could extend to areas crucial to social equity and stability, in particular education, health, pensions, and social protection, with the aim of strengthening institutions and improving outcomes of public spending in the context of continued fiscal consolidation.",0.0,0.0,0.0
44000-P145162,Pasture and Livestock Management Improvement Project The Project Development Objective is to improve community based pasture and livestock management in the Project area,0.0,0.0,0.0
44000-P151416,Urban Development Project The PDO of the project is to improve the quality of municipal services and pilot energy efficiency and seismic resilience retrofits of urban infrastructure in participating towns.,0.32,0.32,0.0
44000-P104994,"Bishkek and Osh Urban Infrastructure Project As updated and approved by the WB Board on January 12, 2012 through the Additional Financing and Level 1 Restructuring, the Development Objective of the proposed Bishkek and Osh Urban Infrastructure Project (BOUIP) is to increase the availability of basic urban services in semi-formal settlements known as new housing developments (novostroiki) in the cities of Bishkek and Osh, as well as in selected small towns of the Kyrgyz Republic, and to increase the availability of social infrastructures in the cities of Bishkek and Osh and in both the selected small towns and other small towns.",0.0,0.0,0.0
